subject_id,question,transcription_new,chunks
9,7," The wind blows west, an electric train runs east. In which, uh, part of the direction does the smoke from the locomotive flow? What? Stay stationary. Hmm? Wet. Yeah. Uh. Stay stationary. What's it I was thinking as well? I'm in the same position. Small... Wait, it's electric. Wait, I don't know what a locomotive is. I'm guessing it's the electric train. Hence, there wouldn't be any sort of thing. you I really hope the locom motor means train. There would be smoke. Yeah, there wouldn't be any smoke because it's an electric train.","Chunk 1:
The wind blows west, an electric train runs east. In which, uh, part of the direction does the smoke from the locomotive flow?

Chunk 2:
What? Stay stationary. Hmm? Wet. Yeah. Uh. Stay stationary.

Chunk 3:
What's it I was thinking as well? I'm in the same position. Small...

Chunk 4:
Wait, it's electric. Wait, I don't know what a locomotive is. I'm guessing it's the electric train.

Chunk 5:
Hence, there wouldn't be any sort of thing. you I really hope the locom motor means train.

Chunk 6:
There would be smoke. Yeah, there wouldn't be any smoke because it's an electric train."
9,8, If you have only one match and you've walked into a dark room where there is an oil lamp newspaper and wood. Which of these would you like first? Oil lamp.,"Chunk 1:
If you have only one match and you've walked into a dark room where there is an oil lamp newspaper and wood.

Chunk 2:
Which of these would you like first?

Chunk 3:
Oil lamp."
9,9," Would it be ethical for a man to marry his sister of his widow? It's a very, very large circumstance that I didn't know how you used to be a real world leader. Logically no.","Chunk 1:
Would it be ethical for a man to marry his sister of his widow?

Chunk 2:
It's a very, very large circumstance that I didn't know how you used to be a real world leader.

Chunk 3:
Logically no."
9,10," The jerk of an egg, the jerk of an egg, make all one, the jerk of an egg is one, big,","Chunk 1:
The jerk of an egg, the jerk of an egg, make all one, the jerk of an egg is one, big,"
10,1," So, um, hmm. Mary's father has five daughters, but no sons. Nina, Nina, no, no. What is the fifth daughter's name? Probably. Um, a... A E I O I, O, um, hmm, so A, B, C, D, A, B, C, D, E, five, A, B, C, D, F, G, A, B, C, D, E, Okay. seven five okay um o q r s t u v u i don't know","Chunk 1:
So, um, hmm. Mary's father has five daughters, but no sons.

Chunk 2:
Nina, Nina, no, no.

Chunk 3:
What is the fifth daughter's name?

Chunk 4:
Probably.

Chunk 5:
Um, a... A E I O I, O, um, hmm, so A, B, C, D, A, B, C, D, E, five, A, B, C, D, F, G, A, B, C, D, E, 

Chunk 6:
Okay.

Chunk 7:
seven five okay um o q r s t u v u i don't know"
10,2," If you're running a race and you pass the person in second place, what place would you be in now? Well, it would be first place.","Chunk 1:
If you're running a race and you pass the person in second place, what place would you be in now?

Chunk 2:
Well, it would be first place."
10,3," It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half lands in the United guess, people who died but in this case since its plane start took off from New York might as well bury them in the United States.","Chunk 1:
It's a stormy night and a plane takes off from JFK Airport in New York.

Chunk 2:
The storm worsens and the plane crashes half lands in the United guess, 

Chunk 3:
people who died but in this case since its plane start took off from New York might as well bury them in the United States."
10,4," A monkey, a squirrel and a bird are racing to the top of a coconut tree. He will get the banana first. The monkey, squirrel or the bird? Not the squirrel. Maybe the monkey?","Chunk 1:
A monkey, a squirrel and a bird are racing to the top of a coconut tree.

Chunk 2:
He will get the banana first.

Chunk 3:
The monkey, squirrel or the bird?

Chunk 4:
Not the squirrel.

Chunk 5:
Maybe the monkey?"
10,5," In a one-story pink house there was a pink person, a pink fish, a pink table, pink shower, everything was pink, what colour was there is probably what I mean.","Chunk 1:
In a one-story pink house there was a pink person, a pink fish, a pink table, pink shower, everything was pink, 

Chunk 2:
what colour was there is probably what I mean."
10,6, How many of each animal did Moses pick? I'll just guess and say a hundred.,"Chunk 1:
How many of each animal did Moses pick?

Chunk 2:
I'll just guess and say a hundred."
10,7," The wind blows to west, and the train runs east in which idle directions is smoke from the locomotive blow. So it's east, wind blows to west, train runs east, west.","Chunk 1:
The wind blows to west, and the train runs east in which idle directions is smoke from the locomotive blow.

Chunk 2:
So it's east, wind blows to west, train runs east, west."
10,8," If you have only one match and you walk into a tower room, there's an oil lamp, please. Which thing would you like first? The oil lamp, of course.","Chunk 1:
If you have only one match and you walk into a tower room, there's an oil lamp, please.

Chunk 2:
Which thing would you like first?

Chunk 3:
The oil lamp, of course."
10,9," Would it be ethical for Matt to marry his sister? The sister of his... I wouldn't say so, but... Yeah, I'll say no.","Chunk 1:
Would it be ethical for Matt to marry his sister?

Chunk 2:
The sister of his... 

Chunk 3:
I wouldn't say so, but... 

Chunk 4:
Yeah, I'll say no."
10,10, Which sentence is correct? The yolk or the egg are white? The yolk or the egg is white. It'll be is because it doesn't make sense. Doesn't fit at all.,"Chunk 1:
Which sentence is correct? The yolk or the egg are white? The yolk or the egg is white.

Chunk 2:
It'll be is because it doesn't make sense.

Chunk 3:
Doesn't fit at all."
11,1, There were seven windows in the house where I lived. I'm a little bit more.,"Chunk 1:
There were seven windows in the house where I lived.

Chunk 2:
I'm a little bit more."
11,2, Yes. First place.,"Chunk 1:
Yes. First place."
11,3," It's a storm united and the plane takes off from the ASK airport in New York. The storm worsens and the plane crashes half lands in the United States. The other half lands in Canada. In which country do you bury the survivors? Well, it is the plane. It would be the United States because I don't know the people are American.","Chunk 1:
It's a storm united and the plane takes off from the ASK airport in New York.

Chunk 2:
The storm worsens and the plane crashes half lands in the United States.

Chunk 3:
The other half lands in Canada.

Chunk 4:
In which country do you bury the survivors?

Chunk 5:
Well, it is the plane.

Chunk 6:
It would be the United States because I don't know the people are American."
11,4," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first, the monkey, the squirrel or the bird? So who is the fastest? I think monkey. Not sure.","Chunk 1:
A monkey, a squirrel and a bird are racing to the top of a coconut tree.

Chunk 2:
Who will get the banana first, the monkey, the squirrel or the bird?

Chunk 3:
So who is the fastest?

Chunk 4:
I think monkey.

Chunk 5:
Not sure."
11,5," In one story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everyone was pink. What color were the stars? Probably. Well, it's obviously pink, I think.","Chunk 1:
In one story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.

Chunk 2:
Everyone was pink.

Chunk 3:
What color were the stars?

Chunk 4:
Probably.

Chunk 5:
Well, it's obviously pink, I think."
11,6," How many animals did Moses put on the ark? I don't know. How many animals are in the world? Not sure. Well, I think there are thousands of them. Well, I'm gonna put 10 thousands.","Chunk 1:
How many animals did Moses put on the ark?

Chunk 2:
I don't know.

Chunk 3:
How many animals are in the world?

Chunk 4:
Not sure.

Chunk 5:
Well, I think there are thousands of them.

Chunk 6:
Well, I'm gonna put 10 thousands."
11,7," Wind blows west, an electric train runs east in which guardian direction does the smoke from the lock could move to it. So if it's east, west. Because the smoke follows wind.","Chunk 1:
Wind blows west, an electric train runs east in which guardian direction does the smoke from the lock could move to it.

Chunk 2:
So if it's east, west.

Chunk 3:
Because the smoke follows wind."
11,8," If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you light first? An oil lamp. Because it would be the things, the thing that most resembles the stars of light.","Chunk 1:
If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you light first?

Chunk 2:
An oil lamp.

Chunk 3:
Because it would be the things, the thing that most resembles the stars of light."
