subject_id,question,chunk_number,chunk_text,start_time,end_time
12,9,3,Yeah.,7.048,7.189
12,10,1,Which I think is the correct...,0.284,5.48
12,10,2,The second one sounds more logical.,5.561,8.209
12,10,3,"I don't know why, but it sounds good to me.",9.152,12.302
13,1,1,And María.,13.7,23.004
13,1,2,"Padre de María, Dinesco.",23.024,24.688
13,1,3,Mari.,43.298,45.63
13,2,1,Thank you.,4.148,4.475
13,3,1,of the people,4.908,13.382
13,4,1,Bye now.,7.962,8.911
13,6,1,How many animals?,1.432,12.372
13,6,2,How many animals?,12.393,15.725
13,6,3,Two.,17.712,18.495
13,7,1,He's.,6.393,25.785
13,8,1,Surely one much.,1.769,26.511
13,9,1,What do you need for a man to marry?,9.312,23.089
13,9,2,What the fuck is a widow?,24.171,29.397
13,9,3,Mm hmm.,56.309,56.887
13,10,1,"Hey, Joel.  See you.",2.68,45.242
14,1,1,"No, no.",4.57,5.249
14,2,1,First place.,17.581,18.496
14,3,1,United States...,13.143,17.584
14,4,1,Let me see what it is.,2.005,8.428
14,4,2,The Squirrel.,8.468,9.13
14,5,1,Pink.,5.617,6.414
14,6,1,One type.,4.216,5.553
14,7,1,West.,9.498,10.363
14,8,1,The oil lamp.,4.03,5.502
14,9,1,"No, I think not.",4.148,6.16
14,10,1,B,10.915,12.067
15,1,1,I said I don't know.,0.301,4.127
15,1,2,I just said I don't know.,4.227,28.722
15,1,3,I don't know.,34.135,34.96
15,1,4,Next.,37.135,37.336
15,1,5,Come on then.,42.45,42.812
15,2,1,"If you run in a race and you pass the person in second place, what place would you be now?",0.841,4.659
15,2,2,"First, obviously.",4.8,5.784
15,2,3,Yeah?,8.356,8.617
15,2,4,First.,9.482,9.602
15,3,1,It's a stormy night and the plane takes off from JFK Airport in New York. Storms worsens. The storm worsens and the plane crashes half. Lands in the United States. The other half lands in Canada.,0.959,12.578
15,3,2,In which country do you bury survivors?,12.979,14.862
15,3,3,"Well, I don't know, do I? Don't forget to keep... I don't know.",15.663,19.77
15,3,4,Who knows?,20.231,20.792
15,3,5,Silly question. Ridiculous question.,22.474,25.279
15,4,1,monkey squirrel and a bird are racing to the top of a coconut tree who would get the banana first the monkey squirrel the bird,0.959,7.559
15,4,2,well it depends doesn't it,8.883,10.789
15,4,3,i presume well i suppose you go monkey but it could be the bird flies out there but i'll go with monkey,11.953,19.997
15,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, everything was pink.",0.959,6.983
15,5,2,What colour were the stairs?,7.003,7.947
15,5,3,"Probably pink, obviously.",8.489,10.437
15,5,4,Another silly question.,10.477,12.184
15,6,1,How many of each animals did Moses put in the art too?,0.689,3.713
15,7,1,Wind blows west. Electric train runs east.,0.031,2.995
15,7,2,In which cardinal directions does a smoke and locomotive blow?,3.015,6.098
15,7,3,Wind blows west. Electric train runs east.,6.599,9.262
15,7,4,Wind blows west. Electric train runs east and west.,11.324,16.571
15,7,5,"So it would go north, I think.",18.333,19.795
15,7,6,I don't know.,20.656,20.976
15,8,1,"If you only have one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you like first?",0.031,7.787
15,8,2,Wood.,9.214,9.535
15,9,1,Would it be ethical for a man to marry the sister of his widow?,0.031,12.842
15,10,1,Which sentence is correct? The yolk of the egg are white. The yolk of the egg is white.,0.858,6.398
15,10,2,That's obviously B.,6.559,7.582
15,10,3,"I was an English teacher, thank you very much.",7.723,9.63
15,10,4,And hopefully we'll carry on being one.,9.991,11.998
16,1,1,Nunu.,7.152,8.0
16,2,1,First place.,0.031,6.885
16,3,1,United States.,7.793,8.675
16,4,1,"They won't, it's a coconut.",10.426,11.914
16,5,1,Hey.,2.512,2.855
16,6,1,two.,3.237,4.372
16,7,1,Salve.,4.705,6.177
16,8,1,Good.,5.397,6.616
16,10,1,Peace.,7.743,8.996
17,1,1,"Mary's father has five daughters but no sons Nana, Nini, Ninu, Nonu",0.031,9.825
17,1,2,What is the fifth daughter's name probably,10.065,12.909
17,1,3,Please remember to read aloud and say everything that comes to mind,13.83,16.955
17,1,4,Mary's father has five daughters but no sons,19.158,22.603
17,1,5,It's Mary then,24.926,25.667
17,1,6,She's the fifth daughter Mary,25.707,31.355
17,2,1,"If you were running a race and you passed the person in second place, what place would you be in now?",0.031,8.864
17,2,2,"If I was running a race with me running and I passed the person who was in second place, I would be in first place.",8.884,19.72
17,2,3,I always have a track.,19.74,23.426
17,2,4,I'm going to say first.,23.446,24.267
17,3,1,It's a stormy night and a plane takes off from JFK Airport in New York.,3.068,7.653
17,3,2,"The storm worsens and the plane crashes half lands in the United States, the other half lands in Canada.",8.374,17.364
17,3,3,In which country do you bury the survivors?,18.125,20.768
17,3,4,Wherever they're from originally.,25.233,27.035
17,3,5,"Is that the correct answer?

rada",28.477,37.838
17,3,6,"Oh no, in which country do you bury the survivors?",16.743,20.768
17,3,7,"Aha, I get it.",40.802,41.503
17,3,8,Survivors will be alive so no need to be buried.,46.872,53.562
17,4,1,"A monkey, a squirrel and a bird are racing to the top of a coconut tree",0.031,4.979
17,4,2,"Who will get the banana first? The monkey, the squirrel or the bird?",5.66,12.932
17,4,3,It's the top of a coconut tree though,15.356,17.119
17,4,4,"Who will get the banana first? The monkey, the squirrel or the bird?",21.185,24.891
17,4,5,I don't know who would get the banana first.,28.533,31.44
17,4,6,Is this irrelevant because it's a coconut tree?,35.169,36.853
17,4,7,Who will get the banana first?,40.742,41.905
17,4,8,I don't know.,41.925,42.767
17,4,9,I'm going to say the monkey but I think it's wrong.,42.787,45.934
17,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, pink telephone, pink shower.",0.031,11.591
17,5,2,Everyone was pink.,11.631,13.635
17,5,3,What colour were the stairs?,13.655,15.418
17,5,4,Probably.,15.879,16.68
17,5,5,"I want to say pink, but is that a trick question?",18.423,21.769
17,5,6,"Ah, in a one-story pink house.",22.29,24.975
17,5,7,No stairs.,26.542,27.529
17,5,8,That's one story.,27.569,30.51
17,6,1,How many of each animal did Moses put on the ark?,2.157,11.395
17,6,2,How many?,11.415,12.137
17,6,3,Two of each?,16.365,17.127
17,6,4,It seems like too easy though to be honest,19.952,22.377
17,7,1,"If the wind blows west, an electric train runs east.",0.031,5.121
17,7,2,In which cardinal direction does the smoke from the locomotive blow?,5.201,9.188
17,7,3,"That's electric, so there is electric, so no smoke.",9.208,19.828
17,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood",0.031,8.164
17,8,2,Which thing would you like first?,9.466,11.569
17,8,3,The match,14.574,23.609
17,8,4,Let's see the match,23.629,24.57
17,8,5,Don't ask me how I got to that,28.313,30.392
17,9,1,Would it be ethical for the man to marry the sister of his widow?,0.993,7.649
17,9,2,"Man, his widow.",7.689,15.428
17,9,3,"No, because he'd be dead.",15.448,18.175
17,10,1,Which sentence is correct? The yolk of the egg white.,1.313,5.0
17,10,2,The yolk of the egg are white or the yolk of the egg is white.,5.902,10.45
17,10,3,The yolk of the egg are white.,13.276,15.3
17,10,4,The yolk of the egg is white.,15.52,17.564
17,10,5,I'm going to say B sounds better.,18.706,20.79
18,1,1,"New, new.",24.938,25.55
18,2,1,Second.,10.73,11.308
18,3,1,"Well, you don't bury a survivor.",14.071,16.572
18,4,1,"A monkey, a squirrel, and a bird are racing to the top of a coconut tray.",2.326,7.341
18,4,2,Who will get the banana first?,7.382,9.428
18,4,3,"I'm on, because of the coconut tray.",11.574,12.758
18,5,1,"In a one-story pink house, there was a pink person, a pink cat, pink fish, pink computer, pink chair, pink table, pink telephone, pink shower.",3.187,11.581
18,5,2,Everything was pink.,12.142,13.144
18,5,3,"What colour were the stairs, probably?",13.905,15.869
18,5,4,"It's a one-story house, so there's not going to be any stairs.",18.834,21.398
18,6,1,How many of each animal did Moses put on the ark?,1.904,10.999
18,6,2,"Feels like it's going to be a trick question, but let's just say two.",13.183,19.153
18,7,1,The wind blows west and the electric train runs east. In which cardinal direction does the smoke from the locomotive blow?,1.212,12.284
18,7,2,"Again, trick question. Because locomotive trains run off.",12.324,25.237
18,7,3,"Well, there's like steam in it. It's not electric, so...",26.259,30.443
18,7,4,None is an electric train.,31.688,38.982
18,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you like first?",1.583,12.441
18,8,2,"This is going to be one of these trick questions again, but obviously I can't think what it is this time.",16.968,24.52
18,8,3,"Oh, duh, you'd use the mat to light the oil lamp.",30.71,34.914
18,8,4,Then you've got a lamp.,36.081,37.429
18,9,1,Would it be ethical for a man to marry the sister of his widow?,2.798,9.13
18,9,2,"No, because he'd be dead if she's the widow.",13.339,15.984
18,9,3,"No, he's dead.",17.427,18.208
18,10,1,Which sentence is correct?,1.313,2.957
18,10,2,A. The yolk of the egg are white.,4.36,6.806
18,10,3,Or B. The yolk of the egg is white.,7.106,9.853
18,10,4,B. The yolk of the egg is white.,13.802,17.23
19,1,1,"Let's see, my father has died in his son of a...",0.031,7.737
19,1,2,"Well, no, no.",11.068,12.252
19,2,1,"If you were in a race and person in single place, what place would you be in now?",0.031,6.131
19,2,2,First place?,6.171,10.665
19,3,1,It's a stormy night and the plane takes off from JFK4 in New York,1.094,5.822
19,3,2,The stone worsens and the millennials have plans to listen,6.042,8.767
19,3,3,"If you put it, it's Survivors",10.169,11.651
19,3,4,Eh... Tug will be... According to where they crash,14.616,22.309
19,3,5,This is from New York.,30.575,31.927
19,3,6,Not in the United States.,32.754,34.206
19,4,1,"A monkey is growing, a bear is raising the dog of a tree, what will you get to the next person monkey?",3.237,10.907
19,4,2,Maybe the monkey...,17.797,23.845
19,5,1,"In a one story pink house, there was some pink,",0.52,3.929
19,5,2,where's my pink?,4.069,12.009
19,5,3,What color were the stairs probably were?,12.029,14.215
19,5,4,Pink?,15.899,16.2
19,6,1,How many of these animals did Moses put on the ark?,6.376,9.828
19,6,2,Two?,11.273,11.574
19,6,3,They were two?,12.436,13.279
19,6,4,Two animals?,13.54,14.463
19,6,5,Which animal?,15.808,16.47
19,7,1,the wind blows west and electric trains won't cease in the wind blows,1.145,14.324
19,7,2,there were no electric train,17.568,27.743
19,8,1,If you have only one match and you think I'm working for one.,11.506,15.478
19,8,2,There will be lamp.,15.498,21.837
19,9,1,Will it be ethical for a man to marry the sister of his field?,1.128,4.603
19,9,2,No.,4.623,4.924
19,9,3,"No, it can't be ethical.",7.475,9.383
19,10,1,Which sentence is correct?,0.976,3.041
19,10,2,It's B B,10.277,15.829
20,1,1,I don't really understand the question.,1.735,23.162
20,1,2,Whose father has five daughters but no sons?,23.182,29.11
20,1,3,"More money, I guess.",30.305,43.785
20,1,4,More money.,43.805,52.858
20,1,5,More money.,55.783,57.325
20,2,1,"Alright, so when you pass the bus to the second place, what place you're going now?",2.495,8.431
20,2,2,Second place.,8.452,9.518
20,3,1,It's a stormy night and a plane takes off from JFK Airport.,3.997,8.644
20,3,2,The stormy items and the plane crashes have lands in the United States.,9.385,14.852
20,3,3,They have lands.,15.513,16.615
20,3,4,Which country do they as well?,17.556,21.602
20,3,5,They vary them in whatever country they came from.,21.622,27.63
20,3,6,Where would you?,27.65,28.131
20,3,7,the people in the country that they died in.,32.768,40.978
20,3,8,"No, there's someone in that room.",41.499,47.746
20,3,9,Burying in the country they live.,49.669,57.358
20,3,10,"Hmm, buried in the country.",61.388,63.652
20,3,11,There.,66.176,66.416
20,3,12,Parents choose.,67.678,69.24
20,3,13,"But, this one wasn't simply in which country do bury the spirits.",71.925,76.932
20,3,14,I don't know.,77.533,77.914
20,3,15,Send the corpses to,78.715,83.042
20,4,1,"A monkey, a squirrel, and a bird are racing to the top of the coconut tree.",0.031,4.559
20,4,2,"You'll get the band first, the monkeys, the squirrel, or the bird.",4.579,7.104
20,4,3,Probably a bird because it's just flying.,8.907,12.594
20,4,4,Coconut tree.,13.817,14.378
20,4,5,Palm tree?,14.899,15.48
20,4,6,Coconut tree is a palm tree.,16.481,17.624
20,4,7,Definitely a bird.,18.946,20.048
20,5,1,"In our own story, Pink House, there was a pink person, a pink cat, a pink fish, a pink chair, a pink table, a pink television, a pink chair.",0.976,10.297
20,5,2,"I was going to think what colours were the stairs, probably.",10.317,13.163
20,5,3,Hmm.,15.995,18.239
20,5,4,One story pink house.,18.459,20.482
20,5,5,Is this American?,20.502,21.504
20,5,6,Does one story mean there is only a ground fall? Or does one story mean there is a ground fall and a first fall?,21.784,30.438
20,5,7,"Because in England, a one story pink house would mean there is a ground fall and a first fall.",30.658,39.833
20,5,8,"However, this is an American survey I think.",40.314,45.892
20,5,9,So there is no stairs.,46.576,50.862
20,6,1,How many of each animal does Moses put in the art?,1.364,4.37
20,6,2,Two of each.,5.573,6.194
20,6,3,Apart from the humans.,7.978,8.799
20,6,4,How many of each animal does Moses put in the art?,9.2,14.351
20,6,5,This is a trick question.,14.391,15.593
20,6,6,Two of each animal.,16.295,18.9
20,7,1,"If wind blows west, let's call trains east, in which quadrant that direction does the smoke from the locomotive play?",0.031,12.542
20,7,2,"Ah, okay, so the wind blows west, the train goes east.",12.743,18.228
20,7,3,What about west?,19.729,22.011
20,7,4,Why would it be even going further west?,22.852,28.997
20,7,5,West.,29.017,29.818
20,8,1,"If you have only one match and you walk into a dark room where there is an oral lamp and newspaper and wood, which thing would you like best?",0.807,12.646
20,8,2,"One match, oral lamp and newspaper and wood, which thing would you like best?",12.666,18.455
20,8,3,"Um, the oral lamp and it burns on there.",19.137,21.921
20,8,4,I feel like all of these are trick questions.,23.757,34.712
